ISBN,Cover-url,Product-URL
9786161405069,https://storage.naiin.com/system/application/bookstore/resource/product/202308/586999/1000263880_front_XXL.jpg?imgname=คมมีดลงทัณฑ์,https://www.naiin.com/product/detail/586999
9786161406783,https://storage.naiin.com/system/application/bookstore/resource/product/202506/649494/1000282647_front_XXL.jpg?imgname=ฝนหนาวที่คอสตาริกา,https://www.naiin.com/product/detail/649494
9786161404802,https://storage.naiin.com/system/application/bookstore/resource/product/202307/584072/1000262531_front_XXL.jpg?imgname=ฆาตกรรมปิดตายบนภูเขาหิมะ,https://www.naiin.com/product/detail/584072
9786161404994,https://storage.naiin.com/system/application/bookstore/resource/product/202306/582826/1000262071_front_XXL.jpg?imgname=ตุ๊กตาปิเอโรในคฤหาสน์กางเขน,https://www.naiin.com/product/detail/582826
9786161404260,https://storage.naiin.com/system/application/bookstore/resource/product/202301/570723/1000258425_front_XXL.jpg?imgname=ม่านภาวนา,https://www.naiin.com/product/detail/570723
2072408750137,https://storage.naiin.com/system/application/bookstore/resource/product/202412/633925/1000278542_front_XXL.jpg?imgname=คุณชิกิโมริไม่ได้น่ารักแค่อย่างเดียวนะ-เล่ม-13,https://www.naiin.com/product/detail/633925
9786161406479,https://storage.naiin.com/system/application/bookstore/resource/product/202503/643115/1000281156_front_XXL.jpg?imgname=ปริศนา-นักสืบ-ความลับ,https://www.naiin.com/product/detail/643115
9786161404635,https://storage.naiin.com/system/application/bookstore/resource/product/202303/574438/1000259539_front_XXL.jpg?imgname=ฆาตกรรมบ้านพักหน้ากากมนุษย์,https://www.naiin.com/product/detail/574438
9786161871451,https://storage.naiin.com/system/application/bookstore/resource/product/202411/629582/1000277574_front_XXL.jpg?imgname=มนุษย์ตุ๊กตา-(ฉบับเปลี่ยนปก),https://www.naiin.com/product/detail/629582
9786161405045,https://storage.naiin.com/system/application/bookstore/resource/product/202309/590779/1000265107_front_XXL.jpg?imgname=ณ-คืนตำรวจจราจร,https://www.naiin.com/product/detail/590779
